booklink-href,name.1,image-src,author,rating,no of ratings,genre1,genre2,genre3,genre4,genre5,genre6
https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,Harry Potter and the Sorcerer's Stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022l/3._SY475_.jpg,J.K. Rowling,4.47,6716154,Fantasy,Young Adult,Fiction,"Fantasy 
Magic",,
https://www.goodreads.com/book/show/2767052-the-hunger-games,The Hunger Games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052.jpg,Suzanne Collins,4.33,6164881,Young Adult,Fiction,"Science Fiction 
Dystopia",Fantasy,Science Fiction,Romance
https://www.goodreads.com/book/show/41865.Twilight,Twilight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039443l/41865.jpg,Stephenie Meyer,3.59,4793429,Young Adult,Fantasy,Romance,"Paranormal 
Vampires",Fiction,"Fantasy 
Paranormal"
https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,To Kill a Mockingbird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690l/2657.jpg,Harper Lee,4.28,4326094,Classics,Fiction,"Historical 
Historical Fiction","Academic 
School",,
https://www.goodreads.com/book/show/4671.The_Great_Gatsby,The Great Gatsby,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560l/4671._SY475_.jpg,F. Scott Fitzgerald,3.92,3633029,Classics,Fiction,"Academic 
School",Literature,,
https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,The Fault in Our Stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206420l/11870085.jpg,John Green,4.21,3394518,Young Adult,Fiction,Romance,Contemporary,,
https://www.goodreads.com/book/show/40961427-1984,1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506l/40961427._SX318_.jpg,George Orwell,4.18,2973429,Classics,Fiction,Science Fiction,"Science Fiction 
Dystopia",,
https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,Pride and Prejudice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399351l/1885.jpg,Jane Austen,4.26,2868622,Classics,Fiction,Romance,null,,
https://www.goodreads.com/book/show/13335037-divergent,Divergent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588455221l/13335037._SY475_.jpg,Veronica Roth,4.2,2801009,Young Adult,"Science Fiction 
Dystopia",Fiction,Fantasy,,
https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,"The Hobbit, or There and Back Again",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,J.R.R. Tolkien,4.27,2785430,Fantasy,Classics,Fiction,Adventure,,
https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,Harry Potter and the Deathly Hallows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SY475_.jpg,J.K. Rowling,4.62,2695996,Fantasy,Young Adult,Fiction,null,,
https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499277281l/5.jpg,J.K. Rowling,4.57,2662716,Fantasy,Young Adult,Fiction,null,,
https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,The Catcher in the Rye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107.jpg,J.D. Salinger,3.8,2645784,Classics,Fiction,Young Adult,Literature,,
https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,The Diary of a Young Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855.jpg,Anne Frank,4.14,2628439,Classics,Biography,Nonfiction,Historical,,
https://www.goodreads.com/book/show/170448.Animal_Farm,Animal Farm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570l/170448.jpg,George Orwell,3.94,2613643,Classics,Fiction,"Science Fiction 
Dystopia",Fantasy,,
https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,Harry Potter and the Chamber of Secrets,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474169725l/15881._SY475_.jpg,J.K. Rowling,4.42,2602346,Fantasy,Young Adult,Fiction,null,,
https://www.goodreads.com/book/show/960.Angels_Demons,Angels & Demons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558711679l/960.jpg,Dan Brown,3.9,2590214,Fiction,Mystery,Thriller,Suspense,,
https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,The Girl with the Dragon Tattoo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566l/2429135.jpg,Stieg Larsson,4.13,2518564,Fiction,Mystery,Thriller,"Mystery 
Crime","Thriller 
Mystery Thriller",Suspense
https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,Harry Potter and the Goblet of Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152l/6.jpg,J.K. Rowling,4.56,2474758,Fantasy,Young Adult,Fiction,null,,
https://www.goodreads.com/book/show/6148028-catching-fire,Catching Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028.jpg,Suzanne Collins,4.29,2400325,Young Adult,"Science Fiction 
Dystopia",Fiction,Fantasy,,
https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,Harry Potter and the Order of the Phoenix,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546910265l/2.jpg,J.K. Rowling,4.5,2398080,Fantasy,Young Adult,Fiction,"Fantasy 
Magic",,
https://www.goodreads.com/book/show/77203.The_Kite_Runner,The Kite Runner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753l/77203._SY475_.jpg,Khaled Hosseini,4.3,2342065,Fiction,"Historical 
Historical Fiction",Contemporary,null,,
https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,Harry Potter and the Half-Blood Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587697303l/1._SX318_.jpg,J.K. Rowling,4.57,2334377,Fantasy,Young Adult,Fiction,"Fantasy 
Magic",,
https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,The Fellowship of the Ring,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339l/34.jpg,J.R.R. Tolkien,4.36,2283565,Fantasy,Classics,Fiction,Adventure,,
https://www.goodreads.com/book/show/7260188-mockingjay,Mockingjay,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918l/7260188.jpg,Suzanne Collins,4.04,2252037,Young Adult,"Science Fiction 
Dystopia",Fiction,Fantasy,,
https://www.goodreads.com/book/show/19288043-gone-girl,Gone Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554086139l/19288043.jpg,Gillian Flynn,4.07,2231541,Fiction,Mystery,Thriller,"Mystery 
Crime",,
https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,Lord of the Flies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409l/7624.jpg,William Golding,3.68,2188117,Classics,Fiction,Young Adult,"Academic 
School",,
https://www.goodreads.com/book/show/4667024-the-help,The Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572940430l/4667024._SY475_.jpg,Kathryn Stockett,4.47,2081790,Fiction,"Historical 
Historical Fiction",Historical,null,,
https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915.jpg,C.S. Lewis,4.22,2052864,Fantasy,Classics,Fiction,Young Adult,,
https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,Romeo and Juliet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572098085l/18135._SY475_.jpg,William Shakespeare,3.75,1998802,Classics,Plays,Fiction,Romance,,
https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,The Girl on the Train,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682l/22557272.jpg,Paula Hawkins,3.92,1998458,Fiction,Mystery,Thriller,"Mystery 
Crime",,
https://www.goodreads.com/book/show/18144590-the-alchemist,The Alchemist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466865542l/18144590._SY475_.jpg,Paulo Coelho,3.87,1994661,Fiction,Classics,Fantasy,Philosophy,,
https://www.goodreads.com/book/show/12232938-the-lovely-bones,The Lovely Bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457810586l/12232938.jpg,Alice Sebold,3.81,1962131,Fiction,Mystery,Young Adult,Contemporary,,
https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,A Game of Thrones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234l/13496.jpg,George R.R. Martin,4.45,1934890,Fantasy,Fiction,"Fantasy 
Epic Fantasy",Adult,,
https://www.goodreads.com/book/show/28187.The_Lightning_Thief,The Lightning Thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602609l/28187.jpg,Rick Riordan,4.25,1895006,Fantasy,Young Adult,"Fantasy 
Mythology",Fiction,,
https://www.goodreads.com/book/show/890.Of_Mice_and_Men,Of Mice and Men,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904l/890._SX318_.jpg,John Steinbeck,3.87,1881438,Classics,Fiction,"Academic 
School",Literature,,
https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,The Da Vinci Code,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968.jpg,Dan Brown,3.85,1867889,Fiction,Mystery,Thriller,Suspense,,
https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,Fifty Shades of Grey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843l/10818853.jpg,E.L. James,3.66,1863621,Romance,Fiction,"Adult Fiction 
Erotica",Adult,,
https://www.goodreads.com/book/show/19063.The_Book_Thief,The Book Thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522157426l/19063._SY475_.jpg,Markus Zusak,4.37,1755723,"Historical 
Historical Fiction",Fiction,Young Adult,Historical,,
https://www.goodreads.com/book/show/3636.The_Giver,The Giver,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368l/3636.jpg,Lois Lowry,4.13,1708015,Young Adult,Fiction,Classics,"Science Fiction 
Dystopia",,
https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,Memoirs of a Geisha,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409595968l/929.jpg,Arthur Golden,4.11,1674443,Fiction,"Historical 
Historical Fiction",Romance,Historical,,
https://www.goodreads.com/book/show/1934.Little_Women,Little Women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475l/1934._SY475_.jpg,Louisa May Alcott,4.08,1619333,Classics,Fiction,"Historical 
Historical Fiction",Young Adult,,
https://www.goodreads.com/book/show/13079982-fahrenheit-451,Fahrenheit 451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383718290l/13079982.jpg,Ray Bradbury,3.99,1600774,Classics,Fiction,Science Fiction,"Science Fiction 
Dystopia",,
https://www.goodreads.com/book/show/10210.Jane_Eyre,Jane Eyre,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311l/10210._SY475_.jpg,Charlotte Brontë,4.12,1569156,Classics,Fiction,Romance,null,,
https://www.goodreads.com/book/show/256683.City_of_Bones,City of Bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315l/256683._SY475_.jpg,Cassandra Clare,4.1,1561476,Fantasy,Young Adult,"Fantasy 
Paranormal",Romance,,
https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,The Time Traveler's Wife,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380660571l/18619684.jpg,Audrey Niffenegger,3.97,1535708,Fiction,Romance,Fantasy,"Science Fiction 
Time Travel",,
https://www.goodreads.com/book/show/19501.Eat_Pray_Love,"Eat, Pray, Love",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414l/19501.jpg,Elizabeth Gilbert,3.56,1430320,Nonfiction,"Autobiography 
Memoir",Travel,Biography,"Womens Fiction 
Chick Lit",Romance
https://www.goodreads.com/book/show/49041.New_Moon,New Moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039440l/49041.jpg,Stephenie Meyer,3.53,1410214,Young Adult,Fantasy,Romance,"Paranormal 
Vampires",Fiction,"Fantasy 
Paranormal"
https://www.goodreads.com/book/show/113436.Eragon,Eragon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366212852l/113436.jpg,Christopher Paolini,3.9,1390847,Fantasy,Young Adult,Fiction,"Fantasy 
Dragons",,
https://www.goodreads.com/book/show/5129.Brave_New_World,Brave New World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280l/5129._SY475_.jpg,Aldous Huxley,3.99,1382638,Classics,Fiction,Science Fiction,"Science Fiction 
Dystopia",,
https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274l/38447._SY475_.jpg,Margaret Atwood,4.11,1375595,Fiction,Classics,"Science Fiction 
Dystopia",Science Fiction,,
https://www.goodreads.com/book/show/428263.Eclipse,Eclipse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038355l/428263.jpg,Stephenie Meyer,3.69,1374096,Young Adult,Fantasy,Romance,"Paranormal 
Vampires",Fiction,
https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,The Hitchhiker's Guide to the Galaxy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559986152l/386162.jpg,Douglas Adams,4.22,1371044,Science Fiction,Fiction,Humor,Fantasy,,
https://www.goodreads.com/book/show/24178.Charlotte_s_Web,Charlotte's Web,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439632243l/24178._SY475_.jpg,E.B. White,4.17,1363056,Classics,Childrens,Fiction,null,,
https://www.goodreads.com/book/show/43641.Water_for_Elephants,Water for Elephants,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494428973l/43641._SY475_.jpg,Sara Gruen,4.09,1341463,Fiction,"Historical 
Historical Fiction",Romance,Historical,,
https://www.goodreads.com/book/show/4214.Life_of_Pi,Life of Pi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320562005l/4214.jpg,Yann Martel,3.91,1296107,Fiction,Fantasy,Classics,Adventure,,
https://www.goodreads.com/book/show/6185.Wuthering_Heights,Wuthering Heights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587655304l/6185._SY475_.jpg,Emily Brontë,3.85,1292974,Classics,Fiction,Romance,Gothic,,
https://www.goodreads.com/book/show/33648131-the-notebook,The Notebook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483183484l/33648131._SY475_.jpg,Nicholas Sparks,4.1,1288249,Romance,Fiction,"Womens Fiction 
Chick Lit",Contemporary,,
https://www.goodreads.com/book/show/1162543.Breaking_Dawn,Breaking Dawn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438l/1162543._SY475_.jpg,Stephenie Meyer,3.69,1277422,Young Adult,Fantasy,Romance,"Paranormal 
Vampires",Fiction,
https://www.goodreads.com/book/show/157993.The_Little_Prince,The Little Prince,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443l/157993.jpg,Antoine de Saint-Exupéry,4.31,1275107,Classics,Fiction,Fantasy,Childrens,,
https://www.goodreads.com/book/show/119322.The_Golden_Compass,The Golden Compass,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203l/119322._SX318_.jpg,Philip Pullman,3.98,1243579,Fantasy,Young Adult,Fiction,null,,
https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,The Perks of Being a Wallflower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520093244l/22628.jpg,Stephen Chbosky,4.2,1206477,Young Adult,Fiction,Contemporary,null,,
https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,The Curious Incident of the Dog in the Night-Time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863624l/1618._SY475_.jpg,Mark Haddon,3.88,1152206,Fiction,Mystery,Young Adult,Contemporary,,
https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,Where the Sidewalk Ends,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168052448l/30119._SX318_.jpg,Shel Silverstein,4.3,1150827,Poetry,Childrens,Classics,Fiction,,
https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,The Adventures of Huckleberry Finn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879l/2956.jpg,Mark Twain,3.82,1128040,Classics,Fiction,"Historical 
Historical Fiction",Literature,,
https://www.goodreads.com/book/show/11735983-insurgent,Insurgent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325667729l/11735983.jpg,Veronica Roth,4.03,1125794,Young Adult,"Science Fiction 
Dystopia",Fiction,Fantasy,,
https://www.goodreads.com/book/show/18490.Frankenstein,Frankenstein,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381512375l/18490.jpg,Mary Wollstonecraft Shelley,3.8,1121257,Classics,Fiction,Horror,,,
https://www.goodreads.com/book/show/35031085-frankenstein,Frankenstein: The 1818 Text,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498841231l/35031085.jpg,Mary Wollstonecraft Shelley,3.8,1121012,Classics,Fiction,Horror,Science Fiction,,
https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,A Thousand Splendid Suns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345958969l/128029.jpg,Khaled Hosseini,4.37,1104819,Fiction,"Historical 
Historical Fiction",Contemporary,null,,
https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,Slaughterhouse-Five,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg,Kurt Vonnegut Jr.,4.08,1093521,Classics,Fiction,Science Fiction,War,,
https://www.goodreads.com/book/show/375802.Ender_s_Game,Ender’s Game,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408303130l/375802.jpg,Orson Scott Card,4.3,1092358,Science Fiction,Fiction,Young Adult,Fantasy,,
https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,The Secret Life of Bees,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473454532l/37435._SY475_.jpg,Sue Monk Kidd,4.05,1091865,Fiction,"Historical 
Historical Fiction",Young Adult,Classics,,
https://www.goodreads.com/book/show/17347634-me-before-you,Me Before You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387003413l/17347634.jpg,Jojo Moyes,4.26,1087116,Romance,Fiction,Contemporary,"Womens Fiction 
Chick Lit",,
https://www.goodreads.com/book/show/11588.The_Shining,The Shining,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730l/11588.jpg,Stephen King,4.23,1077745,Horror,Fiction,Thriller,Classics,,
https://www.goodreads.com/book/show/99561.Looking_for_Alaska,Looking for Alaska,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394798630l/99561.jpg,John Green,4.03,1072122,Young Adult,Fiction,Contemporary,Romance,,
https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,Gone with the Wind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551144577l/18405._SY475_.jpg,Margaret Mitchell,4.3,1051012,Classics,"Historical 
Historical Fiction",Fiction,Romance,,
https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,My Sister's Keeper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369504683l/10917.jpg,Jodi Picoult,4.08,1034750,Fiction,Contemporary,"Womens Fiction 
Chick Lit",null,,
https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,A Wrinkle in Time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507963312l/33574273._SX318_.jpg,Madeleine L'Engle,4,1026081,Fantasy,Fiction,Young Adult,Classics,,
https://www.goodreads.com/book/show/6186357-the-maze-runner,The Maze Runner,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375596592l/6186357.jpg,James Dashner,4.02,999893,Young Adult,"Science Fiction 
Dystopia",Science Fiction,Fiction,Fantasy,Adventure
https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,All the Light We Cannot See,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646l/18143977.jpg,Anthony Doerr,4.33,959392,"Historical 
Historical Fiction",Fiction,Historical,War,,
https://www.goodreads.com/book/show/1617.Night,Night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575073611l/1617.jpg,Elie Wiesel,4.33,937188,Nonfiction,Classics,History,"Autobiography 
Memoir",,
https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,Miss Peregrine's Home for Peculiar Children,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546430481l/9460487._SY475_.jpg,Ransom Riggs,3.91,936393,Fantasy,Young Adult,Fiction,"Fantasy 
Paranormal",,
https://www.goodreads.com/book/show/38709.Holes,Holes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552422497l/38709._SX318_.jpg,Louis Sachar,3.96,936235,Young Adult,Fiction,Childrens,"Childrens 
Middle Grade",,
https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,Sense and Sensibility,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675l/14935._SY475_.jpg,Jane Austen,4.07,928267,Classics,Fiction,Romance,null,,
https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,The Picture of Dorian Gray,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428l/5297.jpg,Oscar Wilde,4.08,918819,Classics,Fiction,Horror,Fantasy,,
https://www.goodreads.com/book/show/17245.Dracula,Dracula,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387151694l/17245.jpg,Bram Stoker,4,897798,Classics,Horror,Fiction,Fantasy,,
https://www.goodreads.com/book/show/231804.The_Outsiders,The Outsiders,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129426l/231804.jpg,S.E. Hinton,4.09,897677,Classics,Young Adult,Fiction,"Academic 
School",,
https://www.goodreads.com/book/show/370493.The_Giving_Tree,The Giving Tree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174210942l/370493._SX318_.jpg,Shel Silverstein,4.38,875116,Childrens,"Childrens 
Picture Books",Fiction,Classics,,
https://www.goodreads.com/book/show/6442769-paper-towns,Paper Towns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610l/6442769.jpg,John Green,3.81,873139,Young Adult,Contemporary,Fiction,null,,
https://www.goodreads.com/book/show/1656001.The_Host,The Host,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171l/1656001.jpg,Stephenie Meyer,3.84,871590,Young Adult,Science Fiction,Fantasy,Romance,,
https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary,Bridget Jones's Diary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558869586l/227443._SY475_.jpg,Helen Fielding,3.78,868305,Fiction,"Womens Fiction 
Chick Lit",Romance,Humor,,
https://www.goodreads.com/book/show/7445.The_Glass_Castle,The Glass Castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886l/7445._SY475_.jpg,Jeannette Walls,4.27,867664,Nonfiction,"Autobiography 
Memoir",Biography,null,,
https://www.goodreads.com/book/show/2998.The_Secret_Garden,The Secret Garden,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873635l/2998.jpg,Frances Hodgson Burnett,4.14,856126,Classics,Fiction,Childrens,Young Adult,,
https://www.goodreads.com/book/show/1381.The_Odyssey,The Odyssey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390173285l/1381.jpg,Homer,3.76,838271,Classics,Fiction,Poetry,"Fantasy 
Mythology",,
https://www.goodreads.com/book/show/10507293-the-selection,The Selection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322103400l/10507293.jpg,Kiera Cass,4.14,827481,Young Adult,Romance,"Science Fiction 
Dystopia",Fantasy,Fiction,Science Fiction
https://www.goodreads.com/book/show/15745753-eleanor-park,Eleanor & Park,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742l/15745753.jpg,Rainbow Rowell,4.07,821180,Young Adult,Romance,Contemporary,Fiction,,
https://www.goodreads.com/book/show/9418327-bossypants,Bossypants,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481509554l/9418327.jpg,Tina Fey,3.96,816402,Nonfiction,"Autobiography 
Memoir",Humor,Biography,,
https://www.goodreads.com/book/show/9969571-ready-player-one,Ready Player One,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947l/9969571._SY475_.jpg,Ernest Cline,4.27,815543,Science Fiction,Fiction,Young Adult,Fantasy,,
https://www.goodreads.com/book/show/18710190-allegiant,Allegiant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745l/18710190.jpg,Veronica Roth,3.63,796981,Young Adult,"Science Fiction 
Dystopia",Fiction,,,
https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,The Old Man and the Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165.jpg,Ernest Hemingway,3.77,793956,Classics,Fiction,Literature,Novels,,
https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,A Tale of Two Cities,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523l/1953.jpg,Charles Dickens,3.84,789394,Classics,Fiction,"Historical 
Historical Fiction",Literature,,
https://www.goodreads.com/book/show/10964.Outlander,Outlander,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529065012l/10964._SY475_.jpg,Diana Gabaldon,4.23,788550,"Historical 
Historical Fiction",Romance,Fantasy,Fiction,,
https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,The Girl Who Played with Fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378.jpg,Stieg Larsson,4.24,788128,Fiction,Mystery,Thriller,"Mystery 
Crime",,
https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,Where the Wild Things Are,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560l/19543.jpg,Maurice Sendak,4.22,787788,Childrens,"Childrens 
Picture Books",Fiction,Classics,,
https://www.goodreads.com/book/show/40604658-jurassic-park,Jurassic Park,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529604411l/40604658._SY475_.jpg,Michael Crichton,4.03,779790,Science Fiction,Fiction,Thriller,Adventure,,
https://www.goodreads.com/book/show/18007564-the-martian,The Martian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054l/18007564.jpg,Andy Weir,4.4,777477,Science Fiction,Fiction,null,null,,
